"","day","year","mo","da","collision_date","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","fog","NUM_COLLISIONS"
"846",7,2013,5,4,2013-05-04,47.8,38.7,1026.5,10,13.7,22,31.1,54,43,0,0,580
"847",1,2018,5,13,2018-05-13,49.7,48.5,1020.2,9.7,8.6,14,17.1,54,43,0.09,0,529
"848",7,2017,5,13,2017-05-13,47.9,41.7,1015.7,10,8.6,15,21,54,44.1,0,0,683
"849",3,2016,5,3,2016-05-03,48.2,45,1011.7,8.2,9,14,18.2,54,46.4,0.04,0,711
"850",7,2013,5,18,2013-05-18,54.6,45.2,1025.3,10,5.1,12,15.6,64,44.1,0,0,506
"851",2,2013,5,27,2013-05-27,56.9,42.8,1020,10,14.1,20,26,64,51.1,0.01,0,420
"852",7,2015,5,16,2015-05-16,55.5,50.3,1023.7,9.9,7.5,11.1,14.43,64,48,0,0,650
"853",4,2013,5,22,2013-05-22,57.8,55.1,1013.8,2.5,7.1,13,17.1,64,53.1,0,1,570
"854",6,2013,5,24,2013-05-24,61,58.7,1009.8,2.1,14,27,39,64,57.2,1.24,1,668
"855",5,2019,5,16,2019-05-16,53.3,47.6,1010.2,10,8.2,13,16.9,64,43,0,0,642
"856",3,2014,5,20,2014-05-20,56.4,45.7,1015.4,9.9,10.4,21,28.9,64,51.1,0.11,0,650
"857",6,2019,5,17,2019-05-17,52.3,49.6,1010.8,8.4,8.4,15,19.5,64,46,0,0,726
"858",1,2018,5,27,2018-05-27,53.7,53.4,1016.4,6,12.6,19,28,64,51.1,0,0,487
"859",4,2016,5,25,2016-05-25,57.9,53.4,1015.7,7.7,8.7,14,18.2,64,51.1,0.01,0,733
"860",6,2013,5,17,2013-05-17,58.2,43.9,1013.8,9.9,10.7,20,22.9,64,51.1,0,0,742
"861",7,2016,5,28,2016-05-28,62.5,57.3,1020.2,9.2,11.6,17.1,24.1,68,55.9,0,0,627
"862",5,2015,5,28,2015-05-28,62.4,57.6,1023,9.2,11.7,15.9,22,68,59,0,0,682
"863",4,2015,5,27,2015-05-27,62.4,57.8,1023.8,8.5,13.4,18.1,24.1,68,57.9,0,0,697
"864",4,2018,5,23,2018-05-23,57.3,55.7,1012.9,6.9,7,15,19.5,68,50,0.24,1,729
"865",4,2014,5,21,2014-05-21,56.3,47.6,1014.9,10,6,9.9,12.87,68,45,0,0,575
"866",5,2016,5,12,2016-05-12,55.2,45.5,1020,9.4,4.4,8.9,11.57,68,42.1,0,0,744
"867",5,2018,5,24,2018-05-24,56.3,49.7,1017.5,9.6,9.6,15.9,20.67,68,50,0.11,0,770
"868",6,2016,5,13,2016-05-13,55.5,51.7,1014.8,6.6,8.3,14,18.2,68,42.1,0,1,766
"869",4,2013,5,8,2013-05-08,59.4,54.7,1021.5,7.5,10.5,15.9,22,72,53.1,0.01,1,620
"870",6,2019,5,24,2019-05-24,59.3,52.2,1007.9,8.3,18.7,28,36.9,72,48,0.01,1,728
"871",2,2016,5,23,2016-05-23,59.4,50.3,1011.9,10,9.6,15.9,20.67,72,52,0.03,0,652
"872",6,2019,5,31,2019-05-31,58.2,56.1,1006.5,4.7,8.4,15,17.1,72,48.9,0.48,1,765
"873",3,2016,5,24,2016-05-24,54.6,52,1011.7,4.4,10.7,15.9,18.1,72,51.1,0,1,695
"874",7,2019,5,25,2019-05-25,56.9,47.4,1020.9,10,9.7,24.1,35,72,45,0,0,520
"875",3,2018,5,29,2018-05-29,57.7,55.8,1015.6,6,8.5,15,19,77,50,0.01,1,809
"876",4,2018,5,30,2018-05-30,59.2,54.2,1021.3,6.4,7.5,14,18.2,77,50,0,1,708
"877",6,2019,5,10,2019-05-10,48.4,43.5,1023.6,9.4,13.8,19,26,55,39,0,0,660
"878",3,2017,5,9,2017-05-09,48.3,34.9,1014.8,10,6.2,8.9,11.57,55,39.9,0,0,651
"879",1,2016,5,1,2016-05-01,45.2,36.3,1024,9.7,6.1,13,16.9,55,37,0,0,484
"880",4,2019,5,1,2019-05-01,46.9,39.2,1030,10,4.7,8.9,11.57,55,39.9,0,0,599
"881",6,2015,5,1,2015-05-01,43.8,37.2,1014.2,9.6,13.3,19,22.9,57,39,0,0,642
"882",1,2017,5,14,2017-05-14,50.4,47.9,1000,5.6,16.5,24.1,39,57,45,0.23,1,633
"883",5,2014,5,22,2014-05-22,50.3,46.2,1013.1,8.6,6,13,16.9,57,46,0,1,593
"884",2,2017,5,8,2017-05-08,50,41.3,1008.8,10,15.6,19,28.9,57,46,0.09,0,638
"885",3,2014,5,13,2014-05-13,51.8,43.8,1022,10,14.1,22.9,28,57,46.9,0,0,560
"886",2,2017,5,15,2017-05-15,51.1,43.8,999.6,10,12.9,19,28,57,48,0.14,0,729
"887",2,2018,5,14,2018-05-14,50.5,49.6,1016.9,6.4,5.5,9.9,12.87,57,48,0,1,689
"888",3,2018,5,1,2018-05-01,48.4,43.7,1015.9,10,7.6,14,20,57,41,0.01,0,713
"889",1,2014,5,4,2014-05-04,51.4,42.6,1005.1,9.8,12.8,22,28,57,46.9,0.02,0,451
"890",4,2017,5,10,2017-05-10,48.7,38.4,1015.4,9.9,4.5,13,15.9,57,39.9,0.02,0,668
"891",6,2017,5,12,2017-05-12,48.6,42.2,1016.7,9.7,11.8,17.1,25.1,57,44.1,0,0,817
"892",2,2013,5,13,2013-05-13,53.1,37.1,1013.5,9.9,11.9,18.1,22,57,46,0.07,0,577
"893",1,2013,5,26,2013-05-26,50.2,41.8,1010.9,9.3,13.9,19,28,57,44.6,0.54,0,455
"894",5,2017,5,11,2017-05-11,49.5,42,1015.6,10,7.6,17.1,24.1,57,43,0,0,686
"895",4,2014,5,14,2014-05-14,51.2,44.3,1026.5,10,9.8,15,19.5,59,45,0,0,638
"896",5,2018,5,10,2018-05-10,51,50.2,1015.1,6.2,12.2,15.9,20,59,48,0.01,1,663
"897",1,2014,5,25,2014-05-25,53.7,44.4,1018.2,10,5.4,8.9,11.57,59,48,0,0,472
"898",1,2013,5,12,2013-05-12,56.2,53.1,1005.6,3.3,11,17.1,22.9,59,54,1.62,1,527
"899",4,2013,5,15,2013-05-15,53.1,44.5,1016.5,10,12.1,21,28,59,48,0.16,0,532
"900",5,2019,5,9,2019-05-09,47.7,34.1,1027.4,10,7.6,15.9,20,59,39,0,0,593
"901",4,2019,5,8,2019-05-08,53,44.6,1022.2,10,9.2,18.1,22,59,37,0.01,0,649
"902",6,2017,5,26,2017-05-26,55.4,52.9,1001.2,6.2,12.9,22,28.9,59,52,0.1,1,776
"903",5,2017,5,25,2017-05-25,53.8,51.1,1008.6,5.6,11.6,17.1,22,59,51.1,0.05,1,742
"904",2,2017,5,29,2017-05-29,49.6,47,1015.7,8.1,11.7,15,21,59,45,0,0,371
"905",4,2019,5,22,2019-05-22,56.7,38.7,1019.2,10,12.8,19,27,59,50,0,0,693
"906",6,2018,5,4,2018-05-04,53.3,51.3,1013.4,7.8,12.2,15.9,22,59,50,0.02,0,723
"907",5,2017,5,4,2017-05-04,51.5,34.8,1023,10,10.6,15.9,25.1,59,45,0,0,701
"908",5,2014,5,29,2014-05-29,52,42.7,1021.9,10,11.2,17.1,22.9,59,46.4,0.01,0,663
"909",3,2014,5,6,2014-05-06,52.2,40.5,1011.1,9.6,5.7,11.1,14.43,59,46.9,0.01,0,565
"910",3,2016,5,10,2016-05-10,51.9,38.2,1020.6,10,9,17.1,22.23,61,39.9,0,0,608
"911",6,2014,5,2,2014-05-02,51.9,44.7,1006.4,6.4,10.2,15,19.5,61,46.4,0.21,1,698
"912",7,2015,5,23,2015-05-23,54.8,33.2,1023.4,10,15,22.9,28,61,48,0.61,0,546
"913",3,2013,5,21,2013-05-21,58,55.5,1014.3,0.3,7.8,14,18.2,61,55.4,0.24,1,697
"914",3,2017,5,30,2017-05-30,53.5,49.6,1021,8.1,7.9,11.1,14.43,61,50,0.01,0,647
"915",2,2014,5,5,2014-05-05,53.7,40,1005.8,10,10.2,14,22.9,61,48,0,0,618
"916",4,2018,5,9,2018-05-09,51.2,50.1,1021.8,4,7.7,14,17.1,61,46.9,0,1,711
"917",4,2013,5,29,2013-05-29,57.9,54.7,1021,4.9,10.9,19,26,61,55.4,0.51,0,574
"918",6,2015,5,22,2015-05-22,53.8,48,1011.7,9.1,9.2,15.9,20.67,61,48,0.69,0,727
"919",7,2014,5,3,2014-05-03,50.9,41.1,1010.3,9.1,6.4,13,16.9,61,41,0.01,0,590
"920",3,2015,5,19,2015-05-19,51.4,49.9,1015.7,2.3,8.6,13,16.9,61,46,0,1,606
"921",2,2013,5,6,2013-05-06,49.2,43.4,1024.3,5.1,5.5,8.9,11.57,61,44.1,0,1,561
"922",7,2013,5,25,2013-05-25,55.6,52.3,1005.9,4.6,7.6,15,18.1,61,51.8,1.03,1,514
"923",5,2019,5,23,2019-05-23,52.5,45.6,1022.9,10,10.5,17.1,22.23,61,46,0,0,722
"924",2,2016,5,9,2016-05-09,54,40.6,1013.2,10,13.8,22.9,29.9,61,45,0.01,0,646
"925",1,2014,5,18,2014-05-18,56.5,46.1,1017.6,9.8,8.5,15,20,63,50,0.43,0,507
"926",2,2014,5,26,2014-05-26,56.7,51.1,1015.3,9.6,10.3,15,19,63,51.1,0,0,433
"927",2,2017,5,22,2017-05-22,51.4,40.5,1023.3,9.5,8.2,13,16.9,63,41,0,0,719
"928",1,2013,5,19,2013-05-19,56.3,49.4,1027.4,9.3,6.6,12,15.6,63,46.9,0,0,544
"929",2,2014,5,19,2014-05-19,56.9,41.8,1016.9,10,9,15.9,22,63,48.9,0,0,572
"930",3,2016,5,17,2016-05-17,55,44.5,1019.8,10,11.9,18.1,24.1,63,46,0,0,624
"931",1,2017,5,28,2017-05-28,51.8,46.1,1015.5,9.4,6.1,12,15.6,63,45,0,0,474
"932",2,2018,5,7,2018-05-07,53,49.7,1015.9,8.7,11.3,15.9,22,63,46,0.48,0,695
"933",1,2017,5,21,2017-05-21,52.7,37.3,1027.6,10,6.8,14,18.2,63,41,0,0,618
"934",3,2013,5,28,2013-05-28,56.6,49.6,1023.2,9.9,6.4,11.1,14.43,63,46.9,0,0,686
"935",7,2017,5,27,2017-05-27,57.5,48.6,1011.4,10,7.2,9.9,12.87,63,51.1,0.03,0,475
"936",5,2016,5,19,2016-05-19,53.9,44.5,1019.1,10,6.7,12,15,63,45,0.05,0,694
"937",2,2019,5,20,2019-05-20,57.2,55,1012.4,4.9,11.3,15,22,63,45,0,1,689
"938",1,2015,5,24,2015-05-24,56.5,48.2,1026.6,10,15.5,22,25.1,63,51.1,0,0,432
"939",6,2018,5,25,2018-05-25,56.5,53.6,1015.2,8,13.6,20,25.1,63,50,0,1,799
"940",4,2016,5,18,2016-05-18,55.5,45.2,1019.6,10,11,21,27,63,48,0.06,0,676
"941",2,2015,5,25,2015-05-25,58.9,52.6,1025.6,10,11.4,15,19.5,66,51.1,0,0,420
"942",5,2018,5,3,2018-05-03,54,48.6,1015.3,9.5,13.2,15.9,20.67,66,48.9,0,0,790
"943",1,2014,5,11,2014-05-11,58.3,49.5,1013.2,8.6,12.6,19,24.1,66,53.1,0.24,0,584
"944",3,2015,5,26,2015-05-26,61.1,56.2,1024.1,9.8,14.4,19,24.1,66,54,0,0,686
"945",1,2018,5,6,2018-05-06,52.5,49.7,1018.6,8.1,6.9,11.1,14.43,66,48.9,0,1,495
"946",7,2016,5,7,2016-05-07,52.5,48.8,1008.9,5.1,8.1,14,21,66,44.1,0,1,571
"947",7,2018,5,5,2018-05-05,58,47.5,1013.8,9.2,13.5,21,28,66,51.1,0,0,602
"948",3,2019,5,21,2019-05-21,58.9,48.6,1008.1,7.8,13.5,21,28,66,54,0.11,1,745
"949",6,2013,5,10,2013-05-10,56.1,51,1014.8,5.7,8.3,13,16.9,66,51.1,0,1,698
"950",4,2018,5,2,2018-05-02,54.5,45.7,1016.7,10,13.1,19,22,66,43,0,0,792
"951",1,2016,5,8,2016-05-08,48.5,46.1,1005.4,2.9,9.6,14,18.2,66,45,0,1,591
"952",4,2016,5,11,2016-05-11,55.6,42.2,1020.2,10,7.6,12,15.6,66,39.9,0,0,699
"953",2,2014,5,12,2014-05-12,57.8,46.2,1018.5,9.8,9.1,13,17.1,70,48.9,0.23,0,581
"954",6,2015,5,8,2015-05-08,52.4,47.8,1021.8,7.1,8.8,14,18.2,70,42.1,0,1,709
"955",3,2016,5,31,2016-05-31,62.8,60.6,1014.4,4.9,10.1,19,24.1,70,60.1,0.03,1,760
"956",7,2016,5,14,2016-05-14,59.4,54,1006.2,6.9,8.1,12,15.6,70,45,0.1,1,589
"957",6,2016,5,20,2016-05-20,56.4,47.9,1021.7,10,6.6,12,15.6,70,46,0,0,782
"958",7,2016,5,21,2016-05-21,55.7,48.8,1021,9.7,6.5,9.9,12.87,70,46,0,0,568
"959",5,2015,5,7,2015-05-07,55.9,42.3,1022.4,9.8,7.2,14,18.2,70,42.1,0,0,684
"960",1,2019,5,26,2019-05-26,57.6,54.3,1014.5,8.9,12.1,17.1,21,70,45,0.07,0,510
"961",1,2016,5,15,2016-05-15,55.7,46.4,1004,8.9,16.3,24.1,35.9,70,52,0.09,0,510
"962",1,2016,5,29,2016-05-29,64.6,58.2,1021.1,10,7.7,13,16.9,75,59,0,0,566
"963",3,2014,5,27,2014-05-27,61.1,52.9,1011,9.5,10,15.9,20,75,52,0.02,0,645
"964",2,2016,5,30,2016-05-30,62.4,60.5,1017,2,9,17.1,22,75,59,0.01,1,471
"965",5,2014,5,1,2014-05-01,50.3,48.3,1016.6,3.2,13.3,18.1,24.1,55.4,44.1,0.35,1,650
"966",3,2019,5,7,2019-05-07,48.3,42.8,1021.2,10,7.8,13,16.9,55.9,37,0.25,0,647
"967",7,2018,5,19,2018-05-19,49.6,49,1027.5,6,9.8,15,21,55.9,46,0,1,583
"968",6,2019,5,3,2019-05-03,47.3,44.1,1022.8,7.8,9.2,15.9,20.67,55.9,44.1,0,1,651
"969",3,2013,5,14,2013-05-14,51,35.3,1015.8,9.8,11.8,18.1,29.9,55.9,42.8,0,0,565
"970",2,2016,5,2,2016-05-02,51.3,48,1015.7,4.9,10.6,15.9,20.67,55.9,37,0.22,1,589
"971",1,2013,5,5,2013-05-05,47.8,39.9,1025.3,9.7,10.1,15,20,55.9,42.1,0,0,515
"972",6,2014,5,9,2014-05-09,51.5,44.5,1022.6,8.7,6.7,14,18.2,55.9,44.6,0,1,584
"973",5,2019,5,2,2019-05-02,49.4,46.5,1022.4,8.2,10.6,14,18.2,55.9,39.9,0.01,1,668
"974",4,2019,5,15,2019-05-15,48.5,41.1,1008.7,9.7,10.8,17.1,22,55.9,43,0.01,0,691
"975",7,2017,5,6,2017-05-06,55.1,54.1,1002.7,2.6,13.5,24.1,28,57.9,46,1.15,1,685
"976",7,2014,5,10,2014-05-10,54.8,49.9,1015.2,7.1,11.1,14,20,57.9,51.8,0,1,549
"977",6,2014,5,30,2014-05-30,49.7,42.2,1019.4,10,5.7,9.9,12.87,57.9,41,0,0,650
"978",6,2017,5,5,2017-05-05,49.4,44,1019.6,7.6,14.9,25.1,31.1,57.9,45,0,0,776
"979",1,2017,5,7,2017-05-07,52.5,48.9,1004.6,7.1,10.6,15,19.5,57.9,50,0.37,1,514
"980",2,2018,5,28,2018-05-28,53.4,52.6,1017.4,5.8,11.6,18.1,24.1,57.9,50,0.08,0,409
"981",2,2017,5,1,2017-05-01,49.3,45.3,1019.8,5,10.6,15.9,20.67,57.9,44.6,0,1,639
"982",2,2019,5,27,2019-05-27,62.1,54.7,1010.3,10,11.4,20,22,69.1,51.1,0,0,442
"983",5,2018,5,31,2018-05-31,55.1,54.6,1019.2,3.7,6.5,9.9,12.87,69.1,50,0,1,698
"984",3,2017,5,16,2017-05-16,57.5,46.9,1010.8,10,10.7,18.1,22,69.1,46.9,0.06,0,694
"985",7,2017,5,20,2017-05-20,56.3,41.6,1021.8,10,16,24.1,31.1,69.1,48,0.02,0,612
"986",4,2017,5,17,2017-05-17,57.9,50.2,1014.7,9.8,11.3,15.9,21,69.1,48,0,0,753
"987",6,2018,5,11,2018-05-11,56.8,48.7,1013.1,8.1,11.3,15.9,24.1,69.1,48,0,1,805
"988",3,2018,5,22,2018-05-22,54.6,49.5,1021.1,10,7,8.9,11.57,69.1,48,0,0,689
"989",3,2019,5,28,2019-05-28,51.6,48.8,1013.9,8.1,8.8,19,26,69.1,46.9,0,1,654
"990",2,2018,5,21,2018-05-21,60.9,51,1019,9.5,8.7,12,15.6,69.1,52,0.03,0,626
"991",6,2013,5,31,2013-05-31,62,56.8,1018.5,6.7,9,13,16.9,69.1,57,0.02,0,736
"992",1,2018,5,20,2018-05-20,56.5,56.4,1015.4,0.7,13.9,18.1,26,60.8,51.1,0.15,1,578
"993",7,2014,5,31,2014-05-31,53.9,46.5,1019.1,10,12.4,25.1,33,60.8,48,0,0,587
"994",4,2013,5,1,2013-05-01,49.9,41.4,1030.2,7.4,7,9.9,12.87,60.8,39.9,0,1,576
"995",6,2016,5,27,2016-05-27,60,55.8,1020,6.5,8.2,12,15.6,78.1,55.9,0,1,767
"996",1,2015,5,17,2015-05-17,63.1,56.2,1020.3,9.4,9.1,18.1,21,78.1,50,0,0,543
"997",5,2016,5,26,2016-05-26,65.7,53.9,1018.1,9.7,7.7,15,21,78.1,54,0,0,742
"998",5,2017,5,18,2017-05-18,60.1,54.1,1012.7,7,13.2,15.9,20.67,71.1,53.1,0,0,911
"999",3,2015,5,5,2015-05-05,57.1,48.6,1022.4,9.8,11,15.9,21,71.1,46,0,0,638
"1000",1,2015,5,31,2015-05-31,64.7,60.9,1019.8,7.1,11.2,15,21,71.1,59,0,1,555
"1001",6,2017,5,19,2017-05-19,59.6,54.5,1011,6.2,12.2,15.9,22.9,71.1,55,0,0,974
"1002",4,2015,5,6,2015-05-06,55.3,42.1,1023.9,9.7,6.8,13,16.9,71.1,46.9,0,0,568
"1003",3,2019,5,14,2019-05-14,44.9,42.3,1007.4,7,15,19,26,48.2,42.8,0.38,0,621
"1004",7,2018,5,26,2018-05-26,58.8,56.7,1009.8,7.1,13.8,18.1,22,64.4,55,0,1,601
"1005",7,2019,5,18,2019-05-18,56.7,46.7,1011.9,8.9,9.2,17.1,22.23,64.9,48,0.08,0,649
"1006",7,2015,5,9,2015-05-09,54.3,50.9,1026.1,4.4,6.4,11.1,14.43,64.9,46.9,0,1,560
"1007",5,2013,5,16,2013-05-16,57.7,50.1,1006.9,7.1,12.5,20,28,64.9,53.1,0.02,0,559
"1008",1,2015,5,10,2015-05-10,57,54.8,1023.5,0.8,8.3,17.1,22.23,64.9,50,0.01,1,549
"1009",6,2015,5,15,2015-05-15,54.4,46.4,1025.7,10,9.7,13,16.9,64.9,46.9,0,0,723
"1010",5,2015,5,21,2015-05-21,54.8,41.1,1014.1,10,7.7,14,19,64.9,48,0,0,615
"1011",6,2014,5,16,2014-05-16,58.3,52.8,1021.6,9.1,11.8,15,22,64.9,54,0,0,700
"1012",1,2019,5,12,2019-05-12,45.7,41.4,1016.3,7.6,8.6,14,21,64.9,41,0.09,0,589
"1013",4,2015,5,20,2015-05-20,58.8,50.1,1007.7,6.1,11.2,19,28.9,64.9,46,0.3,1,666
"1014",7,2019,5,11,2019-05-11,56.8,49.5,1014.3,7,10,15,20,64.9,45,0.01,0,637
"1015",5,2014,5,15,2014-05-15,57.8,51.8,1026,10,9.6,15,20,64.9,53.6,0,0,659
"1016",1,2019,5,19,2019-05-19,52,47.3,1020.1,10,9.7,15.9,20.67,64.9,45,0,0,547
"1017",5,2019,5,30,2019-05-30,51.3,48.8,1009.2,8.5,6.4,13,16.9,57.2,48.2,0.42,1,625
"1018",4,2015,5,13,2015-05-13,59.5,47.2,1012.4,8.7,12.2,17.1,24.1,66.9,53.1,0,0,655
"1019",3,2015,5,12,2015-05-12,58.3,56.2,1012.5,0.9,11.3,18.1,24.1,66.9,54,0.02,1,684
"1020",2,2015,5,11,2015-05-11,57.9,55.9,1020.7,0.8,11.1,15.9,21,66.9,54,0,1,645
"1021",5,2013,5,23,2013-05-23,61.5,57.6,1015.1,3,13.3,18.1,24.1,66.9,57,0,1,735
"1022",3,2013,5,7,2013-05-07,54.4,49.9,1021.9,4.4,4.5,8,10.4,66.9,46,0,1,592
"1023",5,2013,5,30,2013-05-30,60.9,56.2,1018.8,6.1,11.6,15,20,66.9,57.2,0.26,0,685
"1024",5,2015,5,14,2015-05-14,54,39.9,1025.2,10,6.9,13,16.9,66.9,45,0,0,654
"1025",6,2015,5,29,2015-05-29,65.4,57.4,1024.6,9.2,5.7,9.9,12.87,75.9,60.1,0,0,813
"1026",7,2015,5,30,2015-05-30,63.3,59.9,1023.5,4.2,8.5,15,19.5,75.9,57.9,0,1,622
"1027",7,2019,5,4,2019-05-04,51.3,50.5,1012.8,4.3,6.4,13,16.9,60.1,44.1,0.08,1,553
"1028",1,2019,5,5,2019-05-05,46.9,45.9,1011.4,6.8,9.6,13,18.1,60.1,46,0.08,1,529
"1029",4,2017,5,3,2017-05-03,54.7,44.3,1009.1,9.5,13,18.1,22.9,60.1,48.9,0.61,0,714
"1030",4,2019,5,29,2019-05-29,54.6,51.3,1007.6,8.1,13.2,20,25.1,60.1,46.9,0.45,0,601
"1031",3,2018,5,15,2018-05-15,53.9,53.4,1013,3,10.7,19,27,60.1,48,0,1,778
"1032",7,2014,5,24,2014-05-24,54.6,46.9,1014.2,10,15,26,29.9,60.1,51.1,0.01,0,486
"1033",2,2015,5,18,2015-05-18,53.9,48.8,1023.2,5.7,9.4,17.1,18.1,60.1,48,0,1,566
"1034",2,2015,5,4,2015-05-04,52.2,47.2,1023.4,9.9,8.8,14,20,60.1,32,0,0,641
"1035",2,2016,5,16,2016-05-16,50.8,31.4,1012.1,10,19.8,28.9,36.9,60.1,46,0,0,742
"1036",3,2017,5,2,2017-05-02,55.4,53.4,1003.9,2.2,14.5,22.9,29.9,60.1,45,0,1,743
"1037",4,2014,5,7,2014-05-07,51.6,38.3,1019.8,10,6.8,11.1,14.43,60.1,46,0,0,603
"1038",3,2018,5,8,2018-05-08,48.4,46.3,1024.3,4.9,6.9,11.1,14.43,60.1,39,0,1,736
"1039",4,2018,5,16,2018-05-16,55.3,53.8,1018.9,9.3,8.5,14,17.1,60.1,50,0.02,0,686
"1040",4,2017,5,24,2017-05-24,53.9,49.6,1008.5,9,9.2,18.1,26,62.1,50,0.01,0,641
"1041",7,2013,5,11,2013-05-11,56.2,53.1,1013.1,3.7,9.4,15.9,22.9,62.1,52,0,1,523
"1042",4,2017,5,31,2017-05-31,55.4,53.1,1017.8,3.6,7.8,11.1,14.43,62.1,50,0.01,1,669
"1043",5,2013,5,2,2013-05-02,49.9,42,1030.3,9.5,5,14,20,62.1,37.9,0,0,585
"1044",5,2014,5,8,2014-05-08,52,43.4,1022.3,9.6,7.5,12,15.6,62.1,46,0,0,596
"1045",5,2018,5,17,2018-05-17,54.1,54.1,1016.7,5.3,3.6,8,10.4,62.1,50,0.32,1,732
"1046",6,2014,5,23,2014-05-23,54.9,48.6,1012.4,10,7.3,12,15.9,62.1,50,0.02,0,660
"1047",6,2018,5,18,2018-05-18,52.2,49.1,1024.8,5.7,10.9,22,28.9,62.1,48,0.17,1,616
"1048",1,2016,5,22,2016-05-22,56.3,52.2,1009.8,9,14.2,21,28.9,62.1,46.9,0.07,0,571
"1049",2,2013,5,20,2013-05-20,57.5,54.5,1020.4,2.9,10.3,17.1,22,62.1,55,0.33,1,658
"1050",3,2017,5,23,2017-05-23,56.8,52.3,1012.3,7.5,11.8,19,24.1,62.1,48,0.18,1,659
"1051",5,2013,5,9,2013-05-09,57.2,53.6,1015.2,5,6.2,14,18.2,62.6,53.6,0.01,1,602
"1052",7,2014,5,17,2014-05-17,57.7,54.1,1016,5.8,12.5,19,25.1,62.6,51.1,0.26,1,619
"1053",7,2015,5,2,2015-05-02,44.4,36.7,1015.4,10,9.6,15,19.5,51.1,39,0,0,540
"1054",4,2014,5,28,2014-05-28,51.1,48.4,1012.8,2.6,15.2,22.9,32.1,53.1,48.2,0,1,538
"1055",6,2016,5,6,2016-05-06,48.5,43.5,1006.6,9.4,16.5,27,36.9,53.1,44.1,0.93,0,728
"1056",2,2019,5,6,2019-05-06,48.1,44.1,1012.7,7.9,18.5,25.1,32.1,53.1,45,1.04,0,630
"1057",6,2013,5,3,2013-05-03,46.9,39.7,1030,9.9,13.7,22.9,29.9,53.1,37.9,0,0,686
"1058",1,2015,5,3,2015-05-03,44.5,38,1019,9.9,5.3,11.1,14.43,53.1,32,0,1,555
"1059",3,2019,6,18,2019-06-18,60.4,58.8,1015.1,5.7,5.2,8.9,11.57,64,55.9,0.02,1,721
"1060",6,2019,6,14,2019-06-14,61.7,57.5,1011.3,8.2,13,19,24.1,64,57,0.87,1,749
"1061",7,2016,6,11,2016-06-11,58.1,53.3,1014.9,9.8,9.6,17.1,20,64,53.1,0,0,584
"1062",5,2014,6,5,2014-06-05,60,57.2,1006.3,5.8,7.1,19,35,64,55.4,0.01,1,569
"1063",3,2018,6,12,2018-06-12,55.3,48.6,1022.7,10,9.6,15,19.5,64,46,0,0,720
"1064",5,2019,6,20,2019-06-20,61,59.3,1003.1,3,8.1,12,15.6,64,57,0.12,1,697
"1065",1,2018,6,24,2018-06-24,62.7,61.5,1010.4,3.7,5.9,11.1,14.43,68,57,1.03,1,553
"1066",2,2014,6,9,2014-06-09,61.2,57,1015.2,7.1,5.6,9.9,12.87,68,55,0,1,528
"1067",1,2017,6,18,2017-06-18,63.8,62.5,1014.6,0.7,10.2,15,21,68,59,0.11,1,593
"1068",5,2019,6,6,2019-06-06,62,59.9,1007.5,5.2,12.5,18.1,24.1,68,59,0.61,1,744
"1069",7,2017,6,17,2017-06-17,61.7,59.4,1014.9,4.3,11.8,19,26,68,57,0.02,1,654
"1070",4,2013,6,5,2013-06-05,58.6,45.6,1020.5,9.8,5.7,8.9,11.57,68,48.9,0,0,599
"1071",2,2014,6,2,2014-06-02,57.4,46.6,1022.9,10,6.8,14,18.2,68,48,0,0,643
"1072",2,2017,6,19,2017-06-19,64.7,64.5,1014,0.9,15.2,19,25.1,68,62.6,0.11,1,819
"1073",2,2018,6,11,2018-06-11,56.2,45.3,1018,10,8.8,14,22,68,51.1,0,0,686
"1074",6,2016,6,10,2016-06-10,59.2,45.1,1011.3,10,10.6,17.1,22.9,68,53.1,0,0,818
"1075",2,2013,6,17,2013-06-17,63.2,59.2,1011.3,7,9.1,14,21,68,57,0.03,0,614
"1076",6,2013,6,21,2013-06-21,62,56.1,1025.9,10,8.3,11.1,14.43,68,57,0.05,0,690
"1077",5,2016,6,9,2016-06-09,59.9,46.7,1003.8,10,16.7,22,32.1,68,54,0.01,0,686
"1078",6,2017,6,30,2017-06-30,66.9,63.7,1018,8.8,13.3,17.1,22.9,72,63,0,0,747
"1079",1,2014,6,29,2014-06-29,64.7,57.9,1024,9.5,5,8.9,11.57,72,55.9,0.01,0,537
"1080",7,2013,6,15,2013-06-15,62.4,52.3,1011,10,7.4,13,16.9,72,52,0.14,0,596
"1081",7,2019,6,1,2019-06-01,55.3,53.2,1010.9,6.2,6,13,16.9,72,48.9,0.15,1,557
"1082",5,2018,6,21,2018-06-21,63.4,61.5,1008.8,8.1,6.4,12,15.6,72,52,0.09,1,815
"1083",7,2019,6,8,2019-06-08,60.6,51.4,1019.3,9.8,9.1,18.1,22,72,51.1,0,0,580
"1084",3,2016,6,14,2016-06-14,62.2,50,1008.3,10,12.9,18.1,26,72,54,0,0,717
"1085",2,2019,6,17,2019-06-17,66,60.9,1014.3,8.1,6.3,12,15.6,72,59,0,1,552
"1086",7,2014,6,28,2014-06-28,62.2,51.9,1024.1,9.5,4.8,8,10.4,72,52,0.02,0,611
